0,0,35,35,0,3,0
1,10,41,49,1,4,10
2,7,35,17,2,5,10
3,13,55,45,3,7,10
4,19,55,20,4,9,10
5,26,15,30,5,11,10
6,3,25,30,6,15,10
7,5,20,50,7,20,10
8,9,10,43,8,20,10
9,16,55,60,9,22,10
10,16,30,60,10,22,10
11,12,20,65,11,25,10
12,19,50,35,12,30,10
13,23,30,25,13,33,10
14,20,15,10,14,36,10
15,8,30,5,15,41,10
16,19,10,20,16,45,10
17,2,5,30,17,45,10
18,12,20,40,18,52,10
19,17,15,60,19,53,10
20,9,45,65,20,59,10
21,11,45,20,21,61,10
22,18,45,10,22,62,10
23,29,55,5,23,63,10
24,3,65,35,24,65,10
25,6,65,20,25,67,10
26,17,45,30,26,70,10
27,16,35,40,27,71,10
28,16,41,37,28,71,10
29,9,64,42,29,75,10
30,21,40,60,30,76,10
31,27,31,52,31,80,10
32,23,35,69,32,83,10
33,11,53,52,33,83,10
34,14,65,55,34,86,10
35,8,63,65,35,89,10
36,5,2,60,36,92,10
37,8,20,20,37,95,10
38,16,5,5,38,97,10
39,31,60,12,39,99,10
40,9,40,25,40,100,10
41,5,42,7,41,103,10
42,5,24,12,42,108,10
43,7,23,3,43,109,10
44,18,11,14,44,112,10
45,16,6,38,45,117,10
46,1,2,48,46,118,10
47,27,8,56,47,118,10
48,36,13,52,48,119,10
49,30,6,68,49,122,10
50,13,47,47,50,124,10
51,10,49,58,51,127,10
52,9,27,43,52,128,10
53,14,37,31,53,130,10
54,18,57,29,54,141,10
55,2,63,23,55,141,10
56,6,53,12,56,143,10
57,7,32,12,57,150,10
58,18,36,26,58,156,10
59,28,21,24,59,169,10
60,3,17,34,60,170,10
61,13,12,24,61,174,10
62,19,24,58,62,180,10
63,10,27,69,63,180,10
64,9,15,77,64,181,10
65,20,62,77,65,185,10
66,25,49,73,66,190,10
67,25,67,5,67,192,10
68,36,56,39,68,193,10
69,6,37,47,69,197,10
70,5,37,56,70,201,10
71,15,57,68,71,201,10
72,25,47,16,72,202,10
73,9,44,17,73,205,10
74,8,46,13,74,205,10
75,18,49,11,75,210,10
76,13,49,42,76,212,10
77,14,53,43,77,216,10
78,3,61,52,78,230,10
79,23,57,48,79,233,10
80,6,56,37,80,233,10
81,26,55,54,81,234,10
82,16,15,47,82,235,10
83,11,14,37,83,243,10
84,7,11,31,84,247,10
85,41,16,22,85,255,10
86,35,4,18,86,260,10
87,26,28,18,87,261,10
88,9,26,52,88,261,10
89,15,26,35,89,263,10
90,3,31,67,90,263,10
91,1,15,19,91,264,10
92,2,22,22,92,266,10
93,22,18,24,93,273,10
94,27,26,27,94,273,10
95,20,25,24,95,277,10
96,11,22,27,96,277,10
97,12,25,21,97,278,10
98,10,19,21,98,282,10
99,9,20,26,99,282,10
100,17,18,18,100,284,10
101,7,37,52,101,287,10
102,30,49,49,102,287,10
103,16,52,64,103,287,10
104,9,20,26,104,289,10
105,21,40,30,105,293,10
106,15,21,47,106,295,10
107,19,17,63,107,295,10
108,23,31,62,108,297,10
109,11,52,33,109,298,10
110,5,51,21,110,300,10
111,19,42,41,111,300,10
112,29,31,32,112,310,10
113,23,5,25,113,320,10
114,21,12,42,114,321,10
115,10,36,16,115,325,10
116,15,52,41,116,327,10
117,3,27,23,117,329,10
118,41,17,33,118,331,10
119,9,13,13,119,335,10
120,28,57,58,120,339,10
121,8,62,42,121,341,10
122,8,42,57,122,341,10
123,16,16,57,123,343,10
124,10,8,52,124,345,10
125,28,7,38,125,345,10
126,7,27,68,126,345,10
127,15,30,48,127,346,10
128,14,43,67,128,349,10
129,6,58,48,129,350,10
130,19,58,27,130,351,10
131,11,37,69,131,352,10
132,12,38,46,132,354,10
133,23,46,10,133,358,10
134,26,61,33,134,361,10
135,17,62,63,135,362,10
136,6,63,69,136,365,10
137,9,32,22,137,366,10
138,15,45,35,138,366,10
139,14,59,15,139,371,10
140,7,5,6,140,373,10
141,27,10,17,141,373,10
142,13,21,10,142,374,10
143,11,5,64,143,377,10
144,16,30,15,144,381,10
145,10,39,10,145,384,10
146,5,32,39,146,388,10
147,25,25,32,147,390,10
148,17,25,55,148,396,10
149,18,48,28,149,397,10
150,10,56,37,150,,10
