0,0,10,45,0,0,0
1,25,25,1,1,1,13
2,7,25,3,2,14,13
3,13,31,5,3,26,13
4,6,32,5,4,27,13
5,14,31,7,5,29,13
6,5,32,9,6,34,13
7,11,34,9,7,35,13
8,19,46,9,8,38,13
9,5,35,7,9,46,13
10,15,34,6,10,62,13
11,15,35,5,11,70,13
12,17,47,6,12,70,13
13,13,40,5,13,71,13
14,12,39,3,14,89,13
15,18,36,3,15,114,13
16,13,73,6,16,122,13
17,18,73,8,17,140,13
18,12,24,36,18,152,13
19,17,76,6,19,166,13
20,4,76,10,20,172,13
21,7,76,13,21,181,13
22,12,78,3,22,188,13
23,13,78,9,23,200,13
24,8,79,3,24,206,13
25,16,79,5,25,223,13
26,15,79,11,26,223,13
27,6,82,3,27,226,13
28,5,82,7,28,234,13
29,9,90,15,29,235,13
30,11,84,3,30,251,13
31,10,84,5,31,254,13
32,3,84,9,32,273,13
33,7,85,1,33,274,13
34,2,87,5,34,276,13
35,4,85,8,35,289,13
36,4,87,7,36,292,13
37,18,86,41,37,304,13
38,14,86,44,38,324,13
39,12,86,46,39,324,13
40,17,85,55,40,324,13
41,20,89,43,41,330,13
42,14,89,46,42,330,13
43,16,89,52,43,339,13
44,10,92,42,44,346,13
45,9,92,52,45,356,13
46,11,94,42,46,358,13
47,7,94,44,47,361,13
48,13,94,48,48,377,13
49,5,96,42,49,383,13
50,4,99,46,50,396,13
51,21,99,50,51,402,13
52,13,83,80,52,406,13
53,11,83,83,53,409,13
54,12,85,81,54,412,13
55,14,85,85,55,432,13
56,10,85,89,56,435,13
57,8,87,80,57,443,13
58,16,87,86,58,445,13
59,19,90,77,59,454,13
60,5,90,88,60,469,13
61,17,93,82,61,472,13
62,7,93,84,62,476,13
63,16,93,89,63,476,13
64,14,94,86,64,485,13
65,17,95,80,65,485,13
66,13,99,89,66,488,13
67,17,37,83,67,495,13
68,13,50,80,68,498,13
69,14,35,85,69,503,13
70,16,35,87,70,506,13
71,7,44,86,71,524,13
72,13,46,89,72,527,13
73,9,46,83,73,529,13
74,11,46,87,74,533,13
75,35,46,89,75,539,13
76,5,48,83,76,539,13
77,28,50,85,77,539,13
78,7,50,88,78,546,13
79,3,54,86,79,548,13
80,10,54,90,80,554,13
81,7,10,35,81,558,13
82,12,10,40,82,573,13
83,11,18,30,83,574,13
84,10,17,35,84,576,13
85,8,16,38,85,577,13
86,11,14,40,86,581,13
87,21,15,42,87,584,13
88,4,11,42,88,620,13
89,15,18,40,89,625,13
90,16,21,39,90,625,13
91,4,20,40,91,633,13
92,16,18,41,92,639,13
93,7,20,44,93,643,13
94,10,22,44,94,646,13
95,9,16,45,95,647,13
96,11,20,45,96,657,13
97,17,25,45,97,661,13
98,12,30,55,98,673,13
99,11,20,50,99,682,13
100,7,22,51,100,682,13
101,9,18,49,101,688,13
102,11,16,48,102,691,13
103,12,20,55,103,694,13
104,7,18,53,104,704,13
105,8,14,50,105,706,13
106,6,15,51,106,707,13
107,5,16,54,107,710,13
108,12,28,33,108,722,13
109,13,33,38,109,725,13
110,7,30,50,110,732,13
111,7,13,40,111,734,13
112,8,15,36,112,752,13
113,11,18,31,113,761,13
114,13,25,37,114,766,13
115,11,30,46,115,769,13
116,10,25,52,116,780,13
117,7,16,33,117,785,13
118,4,25,35,118,785,13
119,20,5,40,119,788,13
120,13,5,50,120,792,13
